Input Sample	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Pearson Correlation	RMSE
ENCFF755GEI	0	0.013699392014755153	0.014658845996452268	0	0.10928716258474089	0.43776759464620213	0	0.04314019993543328	0.004243402406873733	0	0	0.24076388918877842	0.0501566039559947	0.0031903991505939874	0	0.026109768750544226	0	0	0.04514123095641582	0	0.011841510413215368	0	0.987	-0.0438	1.1862723507015556
ENCFF495BUA	0	0	0.0073620289977238615	0	0.10454787741354789	0.6665112140123373	0	0	0	0	0.08322839316450914	0	0.022921516688972778	0.042771960684005836	0	0	0	0	0.07265700903890322	0	0	0	0.983	-0.0414	1.1883172517874254
ENCFF650BVH	0.11161862080623834	0	0.012442905401771391	0	0.08610827705266494	0.548174599585037	0	0	0	0	0.05486002060845778	0	0	0.11678772922400782	0	0.02549157593369271	0	0	0	0.04451627138813008	0	0	1.0	-0.0531	1.1574699104807427
ENCFF274EWD	0.05587788133459598	0	0.00329482307549741	0	0	0.11415959149795257	0	0.046539491767029775	0	0	0	0.06396477983492131	0.06283166804864072	0	0	0.2733921882765126	0	0	0.32959349816809036	0	0	0.05034607799675927	0.386	0.027366274130355844	1.0923306450645929
ENCFF458UWF	0	0.029341935899235966	0	0.002006293868961427	0	0.12658303631252152	0	0.011727882237279804	0	0	0.07642917883942231	0	0.1860666647570067	0	0	0.2881658163944706	0	0.018051385132622624	0.18744540412013386	0	0.007798999237190006	0.06638340320115522	0.148	0.08756607192081224	1.0586865240880976
ENCFF467LOW	0.12024406072201205	0	0.022886957635936206	0	0.2502064402893507	0.401575788431603	0	0	0	0	0	0.10541494775323142	0.035857431251648045	0	0	0.0008	0	0.012907981698034638	0	0.05008100229180817	0	0	1.0	-0.0577	1.1761056372930367
ENCFF906UPT	0.265253381465275	0	0.007540573893390253	0	0	0.2934183726434431	0	0.12264126834388321	0	0	0	0.20809702021924656	0.024497586341873573	0	0.03129708500631596	0.016735192246502644	0	0	0	0.030519519840069703	0	0	0.99	-0.045	1.159358097511777
ENCFF798LDD	0.015410218743338026	0	0.0040596905266530835	0	0.03511066784379974	0.14329058931868413	0	0	0	0	0	0.021714609325567655	0	0.261015355528172	0	0	0	0	0	0.5193988687137854	0	0	0.003	0.38526455068338444	0.9705913007579592
ENCFF898LWW	0.0008	0	0.00521558365478191	0	0.06729284641972706	0.16736110191661294	0	0	0	0	0	0.013306589563355597	0	0.18562558285380762	0	0	0	0	0	0.5603668186648472	0	0	0.057	0.14760925534145494	1.130979071947561
ENCFF793MNO	0	0	0.011652198381656915	0	0.19052152510667625	0.0965314920579749	0	0	0	0	0.052326217316290904	0	0.009220856761631086	0.31914487038865486	0	0	0	0.04586620308465814	0	0.2747366369024569	0	0	0.436	0.019963549897561057	1.1292676297817388
ENCFF970EZY	0	0	0.0187295343492124	0	0.18748689744392436	0.22719741237316884	0	0.02514118395817812	0	0	0.122553973736492	0	0.04919488541575023	0	0	0	0	0.002235529987216373	0	0.3572026460894669	0.010257936646590781	0	0.153	0.0856418550993802	1.0958084350398645
ENCFF759EQF	0.009733553209181263	0	0.006653417492751354	0	0.12772338634821523	0.2552368775306099	0	0.03105374055740141	0	0	0.1425532654688151	0	0.04382906729044519	0.009442917476991948	0	0	0	0.0003	0	0.35780158722264677	0.01569250242263935	0	0.18	0.07669099715973135	1.100957673236119
ENCFF788QAK	0.0003	0	0.008381365490122732	0	0	0.4731015397441967	0	0	0	0	0.045734011664076576	0.07560736320493988	0.025313786299064906	0.1499011102603918	0.011366209721184071	0	0.00939176842694765	0	0.1843200288555793	0	0.016559245092862693	0	0.828	-0.0206	1.1203719812828143
ENCFF848HBI	0.024377822177957545	0	0.01739599492776701	0	0	0.4895057480729276	0	0	0.0059499163040022136	0	0.1218999992300845	0	0.04490902722328924	0.10875249488329827	0.0665120383566613	0	0	0.012407283535366815	0.07746158058835784	0	0.03082809470028766	0	0.871	-0.0248	1.1160238810690213
ENCFF249RAD	0.08646519443921964	0	0.06610992971539051	0	0.2144116449384304	0.20500213654643262	0	0	0	0	0.05426773806861203	0	0.025658733185029738	0.11129856508190605	0	0	0	0.00989723939437636	0	0.21737685647157617	0.009511962159026506	0	0.367	0.029918065676594666	1.0884524243584757
ENCFF852SRQ	0	0	0.01696913873395799	0	0.2410011474292223	0.17097122072933318	0	0	0	0	0.07142255039983872	0	0	0.19601685106743702	0.0037415413326275793	0	0.0052546585474939535	0	0	0.29462289176008927	0	0	0.364	0.03085647921619029	1.1149929612369318
ENCFF050NVH	0.0162326381482888	0	0.026892862614109517	0	0.1942587632695004	0.45406823987582984	0	0.01925037691812627	0	0	0	0.015419221524101617	0.06077434071837972	0	0	0	0	0.007192923266437318	0	0.18916650080304354	0.016744132862183018	0	0.398	0.02513568401677119	1.1226201708082661
ENCFF870JUS	0	0	0.035473148084242775	0	0.007998765633607076	0.3362595383869885	0	0.08714650482739031	0.02137100664932368	0	0.07215233255526604	0.014907038727238812	0.014000498940252808	0.09230183056721034	0.026701927928966997	0.02682250890066148	0.005787722526602254	0.001279846962329632	0.2577973293099193	0	0	0	0.982	-0.0406	1.1187237625302013
ENCFF353DEP	0.04597579251696849	0	0	0	0.2500692850000984	0.3632747200230178	0	0	0	0	0.08860144431589263	0	0.03352077927557847	0.07895616901900558	0	0	0	0	0.13960180984943865	0	0	0	1.0	-0.0536	1.1521731875527872
ENCFF436XMQ	0.22905848097918574	0	0.0015723963073174915	0.004048909178829757	0	0.398673569059116	0	0.020604078859869597	0	0	0	0.23671592826074783	0.0109166286128209	0.03605218217514769	0	0.007122255148395665	0	0.04657392487137428	0.005985538197059231	0	0.002676108350135805	0	0.996	-0.049	1.1725168390877223
ENCFF684KLL	0.19953044030234934	0	0.03980926276064365	0	0	0.2724628792264087	0	0.10511271537895472	0	0	0	0.17028752971454528	0	0	0.001013376783311006	0.18638516293733545	0	0.01289860123840389	0	0	0.012500031658047897	0	0.999	-0.052	1.1306125062581511
ENCFF640FPG	0.034937860558061334	0	0.021574993478002458	0.2716506765168483	0	0.36206868301447803	0	0	0	0	0	0.17505057633743892	0.022731059879235085	0	0	0	0	0.0011082612764299704	0	0.11087788893950586	0	0	0.996	-0.0499	1.197369535091189
ENCFF704TVE	0	0	0	0	0.029678485648124066	0.6127665672329302	0	0	0	0	0.1161499773933285	0.0242082771467605	0	0.1474404007444841	0	0	0	0.03579633685074431	0.0312943754976063	0	0	0.0026655794860219986	0.986	-0.0433	1.1695738167263825
