Input Sample	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Pearson Correlation	RMSE
ENCFF755GEI	0.22504706233731217	0	0.030194581864094627	0	0	0.37933058740420933	0	0.11897921820951515	0	0	0.016654869018909765	0.11559757705102923	0.0031069966157628416	0	0	0.039133574104048864	0	0.004617052777233684	0.0673384806178843	0	0	0	0.992	-0.0498	1.1472090970302835
ENCFF495BUA	0.06105431979540543	0	0.007145690265318379	0	0.047868244345571194	0.5356803450741862	0	0	0	0	0.1289242954536886	0	0	0.033346619228187026	0	0.05261497862889519	0	0	0.13336550720874804	0	0	0	0.996	-0.0537	1.152643418383605
ENCFF650BVH	0.1147903394149141	0	0.01731763965284467	0	0.10328437174737817	0.5051326790645096	0	0	0	0	0.03799305514903506	0.01669624787430307	0	0.13113654296602392	0	0.044779728166723855	0	0	0	0.028869395964267533	0	0	0.997	-0.0547	1.152788196779413
ENCFF274EWD	0.0428585664268283	0	0.0034451528587063304	0	0	0.10178713205543961	0	0.04674069628508617	0	0	0	0.04880360960156078	0.08686822292492166	0	0	0.2829836229768395	0	0	0.33259674494643626	0	0	0.0539162519241814	0.474	0.013878656197811073	1.1014826737469
ENCFF458UWF	0	0	0.0020948295508246666	0.0016539682779420555	0	0.13927042637844958	0	0.009717086377274937	0	0	0.0807098102072968	0	0.18428965215190699	0	0	0.17378236498914099	0	0.005322178176813815	0.3120165562149568	0	0	0.0911431276753934	0.217	0.06351017935122909	1.0846071293939612
ENCFF467LOW	0.23524864371875645	0	0.04283873120742105	0	0.17775844549154846	0.24847636591716388	0	0	0	0	0	0.13289001176045043	0.010000140991911688	0	0	0.07010321426638205	0	0.04883243446026181	0	0.03385201218610419	0	0	1.0	-0.0678	1.1451065833246257
ENCFF906UPT	0.1907006517426108	0	0	0	0.07810178851948624	0.2623364933508081	0	0.08852892441511569	0	0	0	0.22529620580058524	0	0	0.027961889134319202	0.07959985411024134	0	0.03866049752532949	0	0.008813695401503892	0	0	0.991	-0.0487	1.1563003539712626
ENCFF798LDD	0.0358602081079614	0	0.0038046787318306574	0	0.04904886206195021	0.07174885140295088	0	0	0	0	0	0.03597710657949461	0	0.17983158935839863	0	0	0	0	0	0.6237287037574136	0	0	0.007	0.3309146708080401	1.0323231879876853
ENCFF898LWW	0	0	0.004511446362237971	0	0.030200367830467922	0.12904067902741434	0	0	0	0	0	0.049963754071295004	0	0.12259125767352771	0	0	0	0	0	0.6636924950350572	0	0	0.068	0.14193891273097609	1.1744238630823982
ENCFF793MNO	0	0	0.0161875553412201	0	0.20412381661489007	0.20906523137748967	0	0.07312915061430994	0	0	0.10173490230678878	0	0.009462913822248283	0.14348017261671978	0	0	0	0.020358302667248734	0	0.22245795463908466	0	0	0.471	0.014274784330606388	1.1100972574429608
ENCFF970EZY	0.0063779921606458385	0	0.029267152867355692	0	0.1889257152875013	0.06799046420125637	0	0.018328447568070238	0	0	0	0.0326012316599468	0	0.22975585324466197	0	0	0	0.033351069832515304	0	0.38781321487539183	0	0.005588858302654654	0.169	0.08071706748025609	1.1103728907706802
ENCFF759EQF	0.01585575135641231	0	0.01213613622112687	0	0.15019993601216472	0.16281205060220041	0	0.00966943402740079	0	0	0.1613421643367887	0	0.029857775976262966	0.008329340920902987	0	0	0	0.006492184705566847	0	0.4310067559285265	0.012298469912646921	0	0.179	0.07706607929570616	1.1161074697032496
ENCFF788QAK	0	0	0	0	0	0.3410295490444687	0	0.11177066314553254	0	0	0.039699715056020504	0.04827552705092566	0.04189212544100004	0.12909762773088382	0.01076763420978745	0	0	0.06566389723911019	0.2090116800350969	0	0.002755341102779367	0	0.814	-0.0193	1.1073878336743235
ENCFF848HBI	0.017351431837707584	0	0.0013148233463922557	0	0	0.4330458783870231	0	0.14287377883042904	0	0	0	0.059674840345344836	0	0.10005397768987385	0.03829635782375577	0	0	0.06364216711886106	0.13928598175147425	0	0.0044607628691383	0	0.848	-0.0219	1.1214476516317144
ENCFF249RAD	0.08952128652751683	0	0.07206308952899021	0	0.2759694971529324	0	0	0.06799024326904561	0	0	0	0.08448614889706624	0	0.2259901283674952	0	0	0	0.04780247180938674	0	0.13617713444756677	0	0	0.422	0.02238116549963427	1.0890292986421581
ENCFF852SRQ	0	0	0.04874516696703756	0	0.2821967985735511	0.2716600408808188	0	0.005353231972299765	0	0	0.1378965232342812	0	0.0020728743731130385	0.061471713455333275	0	0.031762598807090064	0	0.008956129158858779	0	0.1498849225776164	0	0	0.511	0.009522402879208025	1.1182141990181287
ENCFF050NVH	0.04579100364141911	0	0.07611152240231717	0	0.112005553309832	0.32593905211318625	0	0	0	0	0	0.03952803628825288	0.0375410561098856	0	0	0	0	0.010497311418762235	0	0.33990743053354255	0.012679034182802201	0	0.326	0.03844204400113296	1.107091403631658
ENCFF870JUS	0.09986447598875037	0	0.003616210011406951	0	0.02878247607298025	0.3942354561395851	0	0	0	0	0.042950223993293055	0.06763128203879971	0	0.07733585639073257	0	0.051420216076439165	0	0	0.23416380328801284	0	0	0	0.912	-0.0301	1.1199059051318274
ENCFF353DEP	0.0651721375285181	0	0.0011903359844719508	0	0.06839883710632155	0.4425552114577834	0	0	0	0	0.10231691785565855	0.008767369696847844	0	0.054015147466581995	0	0.05938673516849703	0	0.005379879308109258	0.1928174284272103	0	0	0	0.998	-0.057	1.1382907349085636
ENCFF436XMQ	0.28946879516731716	0	0.015116036393911606	0	0	0.34058310197944225	0	0	0	0	0	0.22312643835200452	0.004475378173152228	0.05165742700484109	0	0.026044780940749048	0	0.042112179301295086	0	0	0.007415862687287037	0	0.996	-0.0533	1.1634061959023143
ENCFF684KLL	0.2237886541678003	0	0.03825715653897133	0	0	0.2589559277649501	0	0.05475267967749573	0	0	0	0.1926435043646493	0.0024403687253231506	0	0	0.159455100870344	0	0.03384184634801188	0	0.03586476154245425	0	0	0.997	-0.0542	1.1309830386425306
ENCFF640FPG	0.006509326366995215	0	0.0018883846002208824	0.11199801301555135	0	0.5176937297990434	0	0	0	0	0	0.09309736772424976	0.012062381438006876	0.02285916777982943	0	0	0	0.07674176059805012	0	0.15714986867805303	0	0	0.991	-0.0492	1.1646794735459207
ENCFF704TVE	0	0	0.010638581157566381	0	0.18498684919422578	0.5016163239045703	0	0	0	0	0.05710008225208777	0.05620866361409305	0.04219415155599657	0	0	0	0	0.0064473263827486225	0	0.14080802193871145	0	0	0.989	-0.0467	1.1747024646817072
